"fielder_name","player_id","team_name","primary_position","primary_position_name","total_throws","total_throws_1b","total_throws_2b","total_throws_3b","total_throws_ss","total_throws_lf","total_throws_cf","total_throws_rf","total_throws_inf","total_throws_of","max_arm_strength","arm_1b","arm_2b","arm_3b","arm_ss","arm_lf","arm_cf","arm_rf","arm_inf","arm_of","arm_overall"
"Sánchez, Jesús","660821","NA","9","Right Fielder","180","0","0","0","0","69","0","111","0","180","94.5",,,,,"90.5",,"89.7",,"90.2","90.2"
"Nootbaar, Lars","663457","NA","9","Right Fielder","97","0","0","0","0","20","0","77","0","97","92.1",,,,,,,"88.1",,"88.2","88.2"
"Tucker, Kyle","663656","NA","9","Right Fielder","380","0","0","0","0","0","6","374","0","380","91.5",,,,,,,"87",,"87","87"
"Cameron, Daz","663662","NA","9","Right Fielder","87","0","0","0","0","1","39","47","0","87","93.1",,,,,,,,,"87.4","87.4"
"Garlick, Kyle","664247","NA","9","Right Fielder","92","0","0","0","0","24","7","61","0","92","90",,,,,,,"86.5",,"85.9","85.9"
"Isbel, Kyle","664728","NA","9","Right Fielder","73","0","0","0","0","6","21","46","0","73","91.4",,,,,,,,,"87.5","87.5"
"Wade Jr., LaMonte","664774","NA","9","Right Fielder","246","73","0","0","0","62","5","106","0","173","89.4",,,,,"82.8",,"85.1",,"84.3","84.3"
"Brown, Seth","664913","NA","9","Right Fielder","212","14","0","0","0","30","13","155","0","198","88.9",,,,,,,"85.8",,"85.8","85.8"
"Soto, Juan","665742","NA","9","Right Fielder","375","0","0","0","0","0","0","375","0","375","88.1",,,,,,,"83",,"83","83"
"Adell, Jo","666176","NA","9","Right Fielder","120","0","0","0","0","70","0","50","0","120","91.9",,,,,"87.5",,"90.3",,"88.9","88.9"
"Carlson, Dylan","666185","NA","9","Right Fielder","425","0","0","0","0","18","193","214","0","425","94.5",,,,,,"87.8","87.3",,"87.8","87.8"
"Johnson, Daniel","669288","NA","9","Right Fielder","66","0","0","0","0","22","0","44","0","66","92.9",,,,,,,,,"88.6","88.6"
"Rojas, Jose","670351","NA","9","Right Fielder","188","4","57","67","0","14","0","46","124","60","84.7",,,,,,,,"81.7","82.2","82.2"
"Martinez, J.D.","502110","NA","10","Designated Hitter","103","0","0","0","0","87","0","16","0","103","89",,,,,"85.5",,,,"85.8","85.8"
"Stanton, Giancarlo","519317","NA","10","Designated Hitter","59","0","0","0","0","22","0","37","0","59","87",,,,,,,,,"82.5","82.5"
"O'Hearn, Ryan","656811","NA","10","Designated Hitter","122","66","0","0","0","2","0","54","0","56","84.6",,,,,,,"81",,"81","81"
"Alvarez, Yordan","670541","NA","10","Designated Hitter","94","0","0","0","0","94","0","0","0","94","88.8",,,,,"84.7",,,,"84.7","84.7"
